title,profitable_budget,profitable_revenue
Surviving the Game,7400000.0,7690013.0
The Nightmare Before Christmas,1.8E7,7.5634408E7
The Three Musketeers,3.0E7,5.3898844E7
Tombstone,2.5E7,5.6505064E7
Chasers,0.0,1596687.0
The Little Rascals,0.0,6.730828E7
Princess Caraboo,0.0,3021629.0
Home Alone,1.8E7,4.76684672E8
Ghost,2.2E7,5.05E8
Aladdin,2.8E7,5.04050208E8
Terminator 2: Judgment Day,1.0E8,5.2E8
Dances with Wolves,2.2E7,4.24208832E8
Batman,3.5E7,4.11348928E8
The Silence of the Lambs,1.9E7,2.72742912E8
Beauty and the Beast,2.5E7,3.7735056E8
Pretty Woman,1.4E7,4.63E8
One Fine Day,0.0,9.7529552E7
Candyman: Farewell to the Flesh,0.0,1.3940383E7
Fargo,7000000.0,6.0611976E7
Homeward Bound II: Lost in San Francisco,0.0,3.2709424E7
Hellraiser: Bloodline,4000000.0,1.6675E7
The Aristocats,4000000.0,5.5675256E7
The Last Supper,0.0,442965.0
Primal Fear,3.0E7,1.02616184E8
0,0.0,1.67218
All Dogs Go to Heaven 2,0.0,8620678.0
Jack & Sarah,0.0,218626.0
Happy Weekend,0.0,65335.0
Courage Under Fire,4.6E7,1.00860816E8
Mission: Impossible,8.0E7,4.57696352E8
DragonHeart,5.7E7,1.15267376E8
0,0.0,3.09233
Bloodsport II,0.0,684351.0
Pather Panchali,0.0,536364.0
The World of Apu,0.0,16000.0
Space Jam,8.0E7,2.502E8
Delta of Venus,0.0,62949.0
The Quest,3.0E7,5.7400548E7
Oliver & Company,3.1E7,7.4151344E7
The Craft,1.5E7,2.4769466E7
Last Dance,0.0,5.0
The Rock,7.5E7,3.35062624E8
Twister,9.2E7,4.9447152E8
Barb Wire,0.0,3793614.0
Ghost in the Shell,0.0,2287714.0
Striptease,5.0E7,1.13309744E8
Jack,4.5E7,5.8620972E7
Trainspotting,4000000.0,1.649108E7
Independence Day,7.5E7,8.1696928E8
The Hunchback of Notre Dame,1.0E8,1.00138848E8
Eraser,1.0E8,2.42295568E8
The Nutty Professor,5.4E7,1.28769344E8
An Unforgettable Summer,0.0,65352.0
Daylight,8.0E7,1.59212464E8
Lone Star,5000000.0,1.3269963E7
Phenomenon,3.2E7,1.52036384E8
She's the One,3500000.0,9482579.0
A Time to Kill,4.0E7,1.52266E8
American Buffalo,0.0,665450.0
The First Wives Club,2.6E7,1.164E8
Ransom,8.0E7,3.09492672E8
High School High,0.0,2.130212E7
Foxfire,0.0,258263.0
Chain Reaction,5.0E7,6.0209336E7
Emma,6000000.0,2.2231658E7
The Crow: City of Angels,1.3E7,1.7917288E7
The Spitfire Grill,6000000.0,1.2643776E7
Basquiat,2962051.0,3011195.0
Tin Cup,4.5E7,5.3854588E7
Dingo,200000.0,300000.0
The Godfather,6000000.0,2.45066416E8
Police Story 3: Supercop,900000.0,2.0483424E7
Bound,4500000.0,7011317.0
The Island of Dr. Moreau,4.0E7,4.962778E7
Halloween: The Curse of Michael Myers,5000000.0,1.5116634E7
Singin' in the Rain,2540800.0,7200000.0
Breakfast at Tiffany's,2500000.0,9500000.0
Vertigo,2479000.0,2.8E7
It Happened One Night,325000.0,4500000.0
North by Northwest,4000000.0,1.3275E7
The Apartment,3000000.0,2.5E7
Some Like It Hot,2883848.0,2.5E7
Charade,4000000.0,1.3474588E7
Casablanca,878000.0,1.04625E7
The Maltese Falcon,375000.0,1000000.0
My Fair Lady,1.7E7,7.2070728E7
Roman Holiday,1500000.0,1.2E7
Gone with the Wind,4000000.0,4.00176448E8
Sunset Boulevard,1752000.0,5000000.0
Citizen Kane,839727.0,2.3217674E7
2001: A Space Odyssey,1.05E7,6.87E7
The Women,1688000.0,2270000.0
Rebecca,1288000.0,6000000.0
Notorious,2000000.0,2.4464742E7
Spellbound,1500000.0,7000000.0
To Catch a Thief,2500000.0,8750000.0
Ninotchka,1365000.0,2279000.0
The Adventures of Robin Hood,2033000.0,3981000.0
Laura,1020000.0,2000000.0
Top Hat,609000.0,3202000.0
Giant,5400000.0,3.5E7
East of Eden,1.0,5.0
The Thin Man,226408.0,1423000.0
Around the World in Eighty Days,6000000.0,4.2E7
It's a Wonderful Life,3180000.0,9644124.0
Mr. Smith Goes to Washington,1500000.0,9600000.0
0,0.0,2.446972
The African Queen,1300000.0,1.075E7
Cat on a Hot Tin Roof,3000000.0,1.7570324E7
A Farewell to Arms,4.0,25.0
Dangerous Ground,0.0,3028094.0
Bliss,0.0,294064.0
Maximum Risk,2.5E7,5.1702484E7
The Rich Man's Wife,0.0,8538318.0
Set It Off,9000000.0,4.1590888E7
D3: The Mighty Ducks,0.0,2.2955096E7
Escape to Witch Mountain,0.0,2.0E7
"20,000 Leagues Under the Sea",5000000.0,2.82E7
Cool Runnings,1.4E7,1.548644E8
Angels in the Outfield,0.0,5.0236832E7
Cinderella,2900000.0,2.63591408E8
The Sword in the Stone,3000000.0,2.2182352E7
Robin Hood: Prince of Thieves,4.8E7,3.9049392E8
Mary Poppins,6000000.0,1.02272728E8
Dumbo,812000.0,1600000.0
Alice in Wonderland,3000000.0,5.72E8
The Fox and the Hound,1.2E7,2.98E7
The Sound of Music,8200000.0,2.86214272E8
Die Hard,2.8E7,1.40767952E8
The Lawnmower Man,1.0E7,3.2101E7
Secrets & Lies,4500000.0,1.3417292E7
That Thing You Do!,0.0,3.4585416E7
Beautiful Thing,0.0,1500000.0
The Long Kiss Goodnight,6.5E7,8.945676E7
The Ghost and the Darkness,5.0E7,7.5E7
Get on the Bus,2400000.0,5731103.0
Romeo + Juliet,1.45E7,1.47298768E8
Swingers,200000.0,4505922.0
Sleepers,4.4E7,1.6561528E8
Willy Wonka & the Chocolate Factory,3000000.0,4000000.0
Sleeper,2000000.0,1.8344728E7
Bananas,2000000.0,1.1833696E7
A Fish Called Wanda,7500000.0,6.2493712E7
Life of Brian,4000000.0,2.0045116E7
Victor/Victoria,0.0,2.8215452E7
The Great Race,1.2E7,2.5333332E7
Bonnie and Clyde,2500000.0,5.07E7
Dial M for Murder,1400000.0,3000000.0
Dirty Dancing,6000000.0,2.13954272E8
Reservoir Dogs,1200000.0,1.4661007E7
Platoon,6000000.0,1.3853056E8
Basic Instinct,4.9E7,3.52927232E8
The Crying Game,3705538.0,6.2548948E7
Sophie's Choice,1.2E7,3.0036E7
E.T. the Extra-Terrestrial,1.05E7,7.9296531E8
Days of Thunder,6.0E7,1.57920736E8
Top Gun,1.5E7,3.56830592E8
American Strays,0.0,1910.0
A Streetcar Named Desire,1800000.0,8000000.0
On Golden Pond,0.0,1.9255968E7
The Return of the Pink Panther,5000000.0,4.1833348E7
Drop Dead Fred,6788000.0,1.3878334E7
The Abyss,7.0E7,9.0000096E7
The Fog,1000000.0,2.137836E7
Escape from New York,6000000.0,5.02447E7
The Howling,1000000.0,1.7985892E7
Monty Python and the Holy Grail,400000.0,5028948.0
Hustler White,0.0,127251.0
2035470,0.0,0.001223
American Dream,0.0,269823.0
Cinema Paradiso,0.0,1.1990401E7
Enchanted April,0.0,1.320017E7
The Grifters,0.0,1.3446769E7
Mediterraneo,0.0,4532791.0
My Left Foot: The Story of Christy Brown,645180.0,1.4743391E7
Strictly Ballroom,3000000.0,3.3946224E7
Madonna: Truth or Dare,4.0,29.0
Paris is Burning,500000.0,3779620.0
One Flew Over the Cuckoo's Nest,3000000.0,1.08981272E8
Up in Smoke,0.0,4.1590892E7
The Empire Strikes Back,1.8E7,5.384E8
The Princess Bride,1.6E7,3.0857814E7
Raiders of the Lost Ark,1.8E7,3.89925984E8
Aliens,1.85E7,1.83316448E8
"The Good, the Bad and the Ugly",1200000.0,6000000.0
12 Angry Men,350000.0,1000000.0
Lawrence of Arabia,1.5E7,6.9995384E7
To Kill a Mockingbird,2000000.0,1.3129846E7
Once Upon a Time in the West,5000000.0,5321508.0
Return of the Jedi,3.235E7,5.7270003E8
Wings of Desire,2500000.0,3200000.0
596349,0.0,8.513889
GoodFellas,2.5E7,4.6836392E7
Alien,1.1E7,1.049318E8
Psycho,806948.0,3.2E7
The Blues Brothers,2.7E7,1.15229888E8
The Godfather: Part II,1.3E7,4.754284E7
Full Metal Jacket,1.7E7,4.6357676E7
Amadeus,1.8E7,5.1973028E7
Raging Bull,1.8E7,2.3E7
Annie Hall,4000000.0,3.8251424E7
Das Boot,1.4E7,8.5E7
The Sting,5500000.0,1.5961632E8
Glory,1.8E7,2.6828364E7
Manhattan,0.0,3.994678E7
Dead Poets Society,1.64E7,2.35860112E8
The Graduate,3000000.0,1.04945304E8
Touch of Evil,829000.0,2247465.0
La Femme Nikita,0.0,5000000.0
The Bridge on the River Kwai,3000000.0,2.72E7
Chinatown,6000000.0,3.0E7
The Treasure of the Sierra Madre,3800000.0,4307000.0
Better Off Dead...,0.0,1.0297601E7
The Shining,1.9E7,4.4017376E7
Stand by Me,8000000.0,5.2287416E7
Evil Dead II,3600000.0,5923044.0
The Great Escape,4000000.0,1.1744471E7
The Deer Hunter,1.5E7,5.0E7
Groundhog Day,1.46E7,7.0906976E7
Unforgiven,1.4E7,1.5915744E8
The Manchurian Candidate,8.0E7,9.6105912E7
Pump up the Volume,0.0,1.1541758E7
Back to the Future,1.9E7,3.8110976E8
Fried Green Tomatoes,1.1E7,1.19418504E8
Young Frankenstein,2800000.0,8.6273336E7
The Great Dictator,2000000.0,1.1E7
Fantasia,2280000.0,8.332E7
High Noon,730000.0,8000000.0
Heathers,0.0,1108462.0
Ben-Hur,1.5E7,1.469E8
Koyaanisqatsi,0.0,1723872.0
Some Kind of Wonderful,0.0,1.8553948E7
Indiana Jones and the Last Crusade,4.8E7,4.74171808E8
Being There,0.0,3.0177512E7
Gandhi,2.2E7,7.7737888E7
A Room with a View,3000000.0,2.0966644E7
Real Genius,0.0,1.3E7
Pink Floyd: The Wall,1.2E7,2.2244208E7
The Killing Fields,1.44E7,3.4700292E7
Forbidden Planet,1900000.0,3250000.0
Field of Dreams,0.0,8.4431624E7
Butch Cassidy and the Sundance Kid,6000000.0,1.02308888E8
"Paris, Texas",1746964.0,2181987.0
When Harry Met Sally...,1.6E7,9.2823544E7
Alien³,5.0E7,1.59773552E8
An American Werewolf in London,1.0E7,3.1973248E7
Amityville 3-D,0.0,6333135.0
Amityville II: The Possession,0.0,1.2534817E7
The Amityville Horror,0.0,8.6432E7
The Believers,0.0,1.8753438E7
The Birds,2500000.0,1.1403529E7
Dracula,4.0E7,2.15862688E8
Candyman,6000000.0,2.579231E7
Cape Fear,3.5E7,1.823E8
A Nightmare on Elm Street,1800000.0,2.5504512E7
The Omen,2800000.0,6.092298E7
Breaking the Waves,0.0,3803298.0
Nightwatch,0.0,1179002.0
Star Trek: First Contact,4.6E7,1.5E8
Sling Blade,1000000.0,2.444412E7
Jingle All the Way,6.0E7,1.29832392E8
The Preacher's Wife,4.0E7,4.8093212E7
101 Dalmatians,5.4E7,3.2068928E8
Die Hard 2,7.0E7,2.40031088E8
Star Trek: The Motion Picture,3.5E7,1.39E8
Star Trek VI: The Undiscovered Country,2.7E7,9.69E7
Star Trek V: The Final Frontier,3.0E7,7.02E7
Star Trek II: The Wrath of Khan,1.2E7,9.68E7
Star Trek III: The Search for Spock,1.8E7,8.7E7
Star Trek IV: The Voyage Home,2.4E7,1.33E8
Batman Returns,8.0E7,2.8E8
Young Guns,1.3E7,4.4726644E7
Grease,6000000.0,1.81813776E8
Grease 2,1.32E7,1.5171476E7
Marked for Death,1.2E7,4.60444E7
Under Siege,3.5E7,1.56563136E8
Jaws,7000000.0,4.70654016E8
Jaws 2,2.0E7,1.87884E8
Jaws 3-D,2.05E7,8.7987056E7
Mars Attacks!,7.0E7,1.01371016E8
Jerry Maguire,5.0E7,2.73552576E8
Raising Arizona,6000000.0,2.918028E7
Sneakers,0.0,1.05232688E8
Scream,1.4E7,1.73046656E8
The Last of the Mohicans,4.0E7,7.5505856E7
Michael,0.0,1.197182E8
Evita,5.5E7,1.41047184E8
The Portrait of a Lady,0.0,3692836.0
Murder at 1600,0.0,2.5804708E7
Fierce Creatures,0.0,9381260.0
First Strike,0.0,2.1890844E7
The Cement Garden,0.0,322975.0
Dante's Peak,1.16E8,1.7812776E8
Benny & Joon,0.0,2.3202734E7
SubUrbia,0.0,656747.0
Fools Rush In,0.0,2.9481428E7
Absolute Power,5.0E7,5.0068312E7
Donnie Brasco,3.5E7,4.1954996E7
Booty Call,0.0,2.0060052E7
Kama Sutra - A Tale of Love,3000000.0,4109095.0
Private Parts,2.8E7,4.12308E7
The Saint,6.8E7,1.18063304E8
Liar Liar,4.5E7,3.02710624E8
Selena,2.0E7,6.0E7
The Devil's Own,9.0E7,1.40807552E8
B.A.P.S.,0.0,7240837.0
Turbo: A Power Rangers Movie,1.0E7,1.797974E7
Inventing the Abbotts,0.0,5926128.0
Grosse Pointe Blank,0.0,2.8084356E7
Keys to Tulsa,0.0,57252.0
Romy and Michele's High School Reunion,0.0,2.9235352E7
Breakdown,3.6E7,5.0159144E7
The Fifth Element,9.0E7,2.63920176E8
Sprung,0.0,7553105.0
The Second Jungle Book: Mowgli & Baloo,0.0,479099.0
Addicted to Love,0.0,3.4673096E7
The Lost World: Jurassic Park,7.3E7,2.29074528E8
Speed 2: Cruise Control,1.6E8,1.64508064E8
Wedding Bell Blues,0.0,44000.0
Batman & Robin,1.25E8,2.3820712E8
Hercules,8.5E7,2.52712096E8
My Best Friend's Wedding,3.8E7,2.99288608E8
Face/Off,8.0E7,2.45676144E8
Men in Black,9.0E7,5.8939053E8
Contact,9.0E7,1.71120336E8
Conan the Barbarian,2.0E7,7.9114088E7
Cop Land,1.5E7,4.4862188E7
Spawn,4.0E7,8.784004E7
Air Bud,3000000.0,2.31445E7
Picture Perfect,1.9E7,4.4332016E7
Conspiracy Theory,7.5E7,1.36982832E8
Air Force One,8.5E7,3.15156416E8
The Edge,0.0,4.3312296E7
L.A. Confidential,3.5E7,1.26216944E8
Seven Years in Tibet,7.0E7,1.3145768E8
Wishmaster,5000000.0,1.5719109E7
The Game,5.0E7,1.09423648E8
The Locusts,0.0,10082.0
Chasing Amy,250000.0,1.2021272E7
Def Jam's How to Be a Player,0.0,1.3960203E7
The Full Monty,3500000.0,2.57850128E8
I Know What You Did Last Summer,1.7E7,1.25586136E8
The Devil's Advocate,5.7E7,1.52944656E8
Washington Square,0.0,1.0
0,0.0,1.886677
FairyTale: A True Story,0.0,1.4E7
Phantoms,0.0,5624282.0
Gang Related,0.0,5790448.0
Stripes,1.0E7,8.53E7
Bean,1.8E7,2.51212672E8
The Rainmaker,4.0E7,4.5916768E7
Witness,1.2E7,6.8706992E7
Starship Troopers,1.05E8,1.21214376E8
The Joy Luck Club,1.1E7,3.2861136E7
Sliding Doors,6000000.0,5.8E7
Mrs. Dalloway,0.0,3309421.0
Anastasia,5.3E7,1.39804352E8
Alien: Resurrection,7.0E7,1.62E8
Amistad,3.6E7,7.4E7
Flubber,8.0E7,1.77977232E8
Good Will Hunting,1.0E7,2.2593344E8
Home Alone 3,3.2E7,7.9082512E7
MouseHunt,3.8E7,1.22417392E8
Scream 2,2.4E7,1.72363296E8
Titanic,2.0E8,1.84503424E9
Tomorrow Never Dies,1.1E8,3.33011072E8
The Horse Whisperer,6.0E7,1.86883568E8
Jackie Brown,1.2E7,3.967316E7
Afterglow,0.0,2465960.0
Senseless,0.0,1.3035599E7
Wag the Dog,1.5E7,6.4256512E7
Dark City,2.7E7,2.7200316E7
Star Kid,0.0,7.0
Half Baked,8000000.0,1.746002E7
Fallen,0.0,2.5232288E7
Four Days in September,0.0,310724.0
Spice World,2.5E7,1.0E8
The Wedding Singer,1.8E7,1.23306984E8
As Good as It Gets,5.0E7,3.14178016E8
King of New York,1000000.0,2554476.0
U.S. Marshals,6.0E7,1.02367408E8
Everest,0.0,7.6447424E7
The Newton Boys,2.7E7,7.6E7
Wild Things,2.0E7,6.72E7
A Price Above Rubies,0.0,1081957.0
Two Girls and a Guy,1000000.0,2057193.0
The Object of My Affection,1.5E7,4.6905888E7
Homegrown,0.0,271375.0
The Big One,0.0,720074.0
Lost in Space,8.0E7,1.36159424E8
The Spanish Prisoner,1.0E7,1.383513E7
City of Angels,5.5E7,1.9868512E8
My Giant,0.0,7985929.0
Live Flesh,0.0,1535558.0
Mr. Nice Guy,1.2716953E7,1.881472E7
Major League: Back to the Minors,0.0,3572443.0
Wild Man Blues,0.0,425788.0
The Big Hit,1.3E7,2.7007144E7
Les Misérables,0.0,1.4096321E7
Deep Impact,7.5E7,1.40464672E8
Godzilla,1.3E8,3.79014304E8
The Opposite of Sex,5000000.0,5879254.0
A Perfect Murder,6.0E7,1.28038368E8
Six Days Seven Nights,7.0E7,1.64E8
Can't Hardly Wait,1.0E7,2.5605016E7
High Art,0.0,1929168.0
Children of Heaven,180000.0,900000.0
Dream for an Insomniac,0.0,24.0
Henry Fool,0.0,1334786.0
Mulan,9.0E7,3.04320256E8
The X Files,6.6E7,1.8919832E8
Doctor Dolittle,7.1E7,2.94456608E8
Buffalo '66,1500000.0,2375097.0
Armageddon,1.4E8,5.5379955E8
Lethal Weapon 4,1.4E8,2.85444608E8
Small Soldiers,4.0E7,5.4682548E7
Pi,60000.0,3221152.0
There's Something About Mary,2.3E7,3.6988464E8
The Broadway Melody,379000.0,4358000.0
Grand Hotel,700000.0,2594000.0
Cavalcade,1180280.0,7630000.0
Mutiny on the Bounty,1950000.0,4460000.0
You Can't Take It With You,1644736.0,7433101.0
How Green Was My Valley,1250000.0,6000000.0
Mrs. Miniver,1344000.0,1.35E7
Going My Way,0.0,1.63E7
The Lost Weekend,1250000.0,1.1E7
The Best Years of Our Lives,2100000.0,2.365E7
Gentleman's Agreement,2000000.0,7800000.0
The Greatest Show on Earth,4000000.0,3.6E7
From Here to Eternity,1650000.0,3.05E7
On the Waterfront,910000.0,9600000.0
Marty,343000.0,3000000.0
Tom Jones,1000000.0,3.76E7
A Man for All Seasons,3900000.0,2.835E7
In the Heat of the Night,2000000.0,2.7379978E7
Oliver!,1.0E7,3.7402876E7
Midnight Cowboy,3600000.0,4.4785052E7
Rocky,1000000.0,1.17235144E8
Kramer vs. Kramer,8000000.0,1.0626E8
Chariots of Fire,5500000.0,5.8972904E7
Out of Africa,3.1E7,1.28499208E8
The Last Emperor,2.3E7,4.3984232E7
Rain Man,2.5E7,4.128E8
Driving Miss Daisy,7500000.0,1.45793296E8
Repo Man,1500000.0,2300000.0
The Breakfast Club,1000000.0,5.1525172E7
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000.0,2.9999212E7
A Nightmare on Elm Street 3: Dream Warriors,5000000.0,4.4793224E7
A Nightmare on Elm Street 4: The Dream Master,7000000.0,7.25E7
Freddy's Dead: The Final Nightmare,1.1E7,3.4872032E7
Friday the 13th,550000.0,5.97546E7
Friday the 13th Part 2,1250000.0,2.1722776E7
Friday the 13th Part III,4000000.0,3.6690068E7
Friday the 13th: The Final Chapter,2600000.0,3.298088E7
Friday the 13th: A New Beginning,2200000.0,2.1930418E7
Friday the 13th Part VI: Jason Lives,3000000.0,1.9472056E7
Friday the 13th Part VII: The New Blood,2800000.0,1.917E7
Halloween,300000.0,7.0E7
Halloween II,2500000.0,2.5533818E7
Halloween III: Season of the Witch,2500000.0,1.44E7
Halloween 4: The Return of Michael Myers,5000000.0,1.7768756E7
Halloween 5: The Revenge of Michael Myers,5000000.0,1.1642254E7
Prom Night,1000000.0,1.4796236E7
Hello Mary Lou: Prom Night II,0.0,2683519.0
Poltergeist,1.07E7,1.222E8
Poltergeist II: The Other Side,1.9E7,4.0996664E7
Poltergeist III,1.05E7,1.4144E7
The Exorcist,8000000.0,4.41306144E8
Exorcist II: The Heretic,1.4E7,3.0749142E7
The Exorcist III,0.0,3.9024252E7
Lethal Weapon,1.5E7,1.20207128E8
Lethal Weapon 2,2.5E7,2.27853984E8
Lethal Weapon 3,3.5E7,3.2173152E8
Gremlins,1.1E7,1.53083104E8
The Goonies,1.9E7,6.1503216E7
The Mask of Zorro,9.5E7,2.50288528E8
Soylent Green,0.0,3600000.0
Back to the Future Part II,4.0E7,3.32E8
