title,profitable_budget,profitable_revenue
American Honey,0.0,1751330.0
0,0.0,1.853975
Imperium,0.0,35000.0
0,0.0,0.684656
Shin Godzilla,1.5E7,7.7E7
Your Name.,0.0,3.55298272E8
0,0.0,0.084996
0,0.0,0.121222
Maheshinte Prathikaaram,0.0,230000.0
Khiladi 786,0.0,126.0
Certain Women,0.0,1130466.0
Miesten välisiä keskusteluja,0.0,3.0
Equity,0.0,1605463.0
Hacksaw Ridge,4.0E7,1.75302352E8
0,0.0,0.084657
It Doesn't Hurt Me,0.0,1110566.0
2016-08-31,0.0,0.507143
Blair Witch,5000000.0,4.5172992E7
Broken Hill,0.0,54058.0
A Monster Calls,4.3E7,4.6652768E7
Arrival,4.7E7,2.03388192E8
0,0.0,2.0E-6
Storks,7.0E7,1.8237928E8
0,0.0,1.645231
Railroad Tigers,5.0E7,1.02205176E8
Line Walker,0.0,8.8658656E7
Paperback Hero,0.0,1369280.0
Colossal,0.0,3021345.0
Moondance Alexander,0.0,37895.0
La La Land,3.0E7,4.45435712E8
The Salesman,0.0,2402067.0
Allied,8.5E7,1.19520024E8
0,0.0,0.114485
Inferno,7.5E7,2.20021264E8
Ouija: Origin of Evil,9000000.0,8.1705744E7
Trolls,1.25E8,3.46864448E8
0,0.0,0.008235
Una,0.0,23275.0
Mad Foxes,0.0,161362.0
Supersonic,0.0,226286.0
Jack Reacher: Never Go Back,6.0E7,1.6214608E8
Frank & Lola,0.0,9188.0
In a Valley of Violence,0.0,53647.0
0,0.0,0.789813
0,0.0,0.009919
Manchester by the Sea,9000000.0,7.5026968E7
Lion,1.2E7,1.40302752E8
Operation Mekong,0.0,1.73E8
Kabadayı,0.0,1.0161213E7
Closet Monster,0.0,33962.0
The People vs. Fritz Bauer,0.0,148461.0
Almost Christmas,1.7E7,4.2487324E7
Japan Sinks,0.0,4.7636016E7
Ivan Tsarevich & the Grey Wolf 2,0.0,1.8315E7
Ivan Tsarevich & the Grey Wolf 3,0.0,9409000.0
Collateral Beauty,3.6E7,8.7416024E7
0,0.0,2.476507
Shut In,1.0E7,1.3082071E7
A Silent Voice,0.0,1.9606616E7
0,0.0,0.313041
Moana,1.5E8,6.430345E8
Jackie,9000000.0,1.3960394E7
Office Christmas Party,4.5E7,1.14501296E8
The Tiger: An Old Hunter's Tale,5000.0,1.1083449E7
0,0.0,0.703027
Rogue One: A Star Wars Story,2.0E8,1.05605728E9
Split,9000000.0,2.76921984E8
Underworld: Blood Wars,3.5E7,8.1093312E7
Voracious,11178.0,34659.0
Action Hero Biju,300000.0,2500000.0
Passengers,1.1E8,3.0314416E8
Hidden Figures,2.5E7,2.30698784E8
Fences,2.4E7,6.441476E7
0,0.0,0.337348
Bleed for This,6000000.0,6174491.0
Tri bogatyrya i Shamakhanskaya tsaritsa,3000000.0,1.9010584E7
The Great Wall,1.5E8,3.3195712E8
0,0.0,0.00363
The Tobacconist of Vallecas,0.0,312010.0
Overdose,0.0,1334173.0
Colegas,0.0,646714.0
The deputy,0.0,631083.0
Why Him?,3.8E7,1.18034272E8
Sing,7.5E7,6.3244371E8
0,0.0,0.330638
Alone in Berlin,0.0,33125.0
0,0.0,0.160248
0,0.0,0.063616
Assassin's Creed,1.25E8,2.40697856E8
Dr. Cabbie,0.0,223003.0
A Dog's Purpose,2.2E7,1.94647328E8
Dangal,1.04E7,3.1E8
Patriots Day,4.5E7,5.0548152E7
Sleepless,3.0E7,3.2540674E7
xXx: Return of Xander Cage,8.5E7,3.46147648E8
The Bye Bye Man,7400000.0,2.6667196E7
The Lego Batman Movie,8.0E7,3.119504E8
When the Bough Breaks,1.0E7,3.0658388E7
Frantz,0.0,880474.0
Kung Fu Yoga,6.5E7,2.5421224E8
One Piece Film: GOLD,0.0,6.6207072E7
I'm Not Ashamed,1500000.0,2000000.0
The King's Choice,7500000.0,9100000.0
Rings,2.5E7,8.3080888E7
Vipers Nest,3500000.0,1.8E7
John Wick: Chapter 2,4.0E7,1.71539888E8
Get Out,5000000.0,2.52434256E8
Kong: Skull Island,1.85E8,5.666528E8
T2 Trainspotting,1.8E7,4.1412708E7
Before I Fall,5000000.0,1.0025571E7
The Big Sick,0.0,5.2620184E7
Incarnate,5000000.0,6341855.0
Beauty and the Beast,1.6E8,1.2628864E9
The Boss Baby,1.25E8,4.98814912E8
Resident Evil: The Final Chapter,4.0E7,3.12242624E8
A Ghost Story,100000.0,1.5584255E7
Ghost in the Shell,1.1E8,1.6980192E8
XX,0.0,30911.0
Ok Jaanu,0.0,345872.0
Fifty Shades Darker,5.5E7,3.78827488E8
Wilson,0.0,653951.0
Twilight Online,0.0,496000.0
The Man Who Was Too Free,0.0,77156.0
The Taking of Tiger Mountain,0.0,228984.0
An Eye for Beauty,0.0,40000.0
Eternal Summer,0.0,254000.0
Berlin Syndrome,0.0,201719.0
0,0.0,1.383281
Lovesong,0.0,6700.0
Queen of Spades: The Dark Rite,1000000.0,2228115.0
Gary Gulman: It's About Time,0.0,500.0
0,0.0,0.143357
Missing,0.0,1.0
Gantz:O,0.0,2238600.0
Ayurveda: Art of Being,300000.0,2074000.0
Fist of the North Star: Legend of Raoh - Chapter of Death in Love,0.0,862.0
The Glass Castle,0.0,9705840.0
Zombie Fever,0.0,750000.0
Lady Macbeth,0.0,923.0
The Shack,2.0E7,5.7330872E7
Life,5.8E7,1.00541808E8
0,0.0,0.155787
Two Is a Family,0.0,1447740.0
Buster's Mal Heart,0.0,73121.0
Power Rangers,1.0E8,1.42337248E8
Alien: Covenant,9.7E7,2.3238024E8
The Dinner,0.0,1323312.0
Rescue Under Fire,0.0,5000000.0
Rad,0.0,2015882.0
Windwalker,0.0,18.0
0,0.0,0.051346
Ultimate Avengers 2,0.0,7900000.0
The Legend of Billie Jean,0.0,3099497.0
0,0.0,4.215811
The Last Word,0.0,1783421.0
CHiPS,2.5E7,2.6800152E7
Going in Style,2.5E7,8.4618544E7
Alibi.com,0.0,222430.0
Hercules,0.0,1.0676194E7
O Kadhal Kanmani,940000.0,5100000.0
Sky. Plane. Girl.,0.0,314195.0
Shadowboxing,3500000.0,8262833.0
Smurfs: The Lost Village,6.0E7,1.97183552E8
Gifted,7000000.0,3.7461044E7
24,1.0E7,1.5E7
The Secret Scripture,0.0,152761.0
Spark: A Space Tail,0.0,116873.0
Diary of a Wimpy Kid: The Long Haul,2.2E7,4.0120144E7
The Spacewalker,7075038.0,9868942.0
Baywatch,6.9E7,1.77856752E8
Unforgettable,1.2E7,1.7768012E7
Snatched,4.2E7,6.0845712E7
The Mummy,1.25E8,4.07778016E8
The Fate of the Furious,2.5E8,1.2387648E9
0,0.0,0.109246
0,0.0,4.969226
Captain Underpants: The First Epic Movie,3.8E7,1.10824376E8
My Cousin Rachel,0.0,2676077.0
Cars 3,1.75E8,3.50170048E8
In This Corner of the World,0.0,1.9204592E7
The Hero,0.0,3384747.0
The Wall,0.0,1803009.0
Phoenix Forgotten,2800000.0,3600000.0
Lowriders,916000.0,2403885.0
0,0.0,0.219714
0,0.0,0.360583
How to Be a Latin Lover,0.0,2.62519E7
0,0.0,0.734406
0,0.0,0.518516
Bizim Aile,65700.0,214600.0
"Have Fun, Vasya!",707503.0,4781454.0
Nasha Russia: Yaytsa sudby,2000000.0,2.2212224E7
0,0.0,0.985597
The Best Movie 3-DE,6500000.0,9816332.0
Superbad,0.0,263000.0
A Few Less Men,0.0,123899.0
The Lovers,0.0,214078.0
Baahubali 2: The Conclusion,1.8E7,2.3E8
0,0.0,0.036519
Sacco and Vanzetti,0.0,31894.0
The Death of Louis XIV,0.0,17355.0
0,0.0,2.598588
A.P.E.X.,0.0,49601.0
The Irony of Fate. The Sequel,5000000.0,5.5635036E7
Kabhi Alvida Naa Kehna,7400000.0,1.7E7
"SuperManager, or Hack of the Fate",0.0,400134.0
The Beguiled,1.05E7,2.544294E7
Baby Driver,3.4E7,2.24511312E8
0,0.0,5.226483
Rough Night,2.0E7,4.5056772E7
Ed Gein,0.0,5708.0
The Dawns Here Are Quiet,3300000.0,5249225.0
Petersburg: Only for Love,0.0,243000.0
Touch and Go,0.0,1300000.0
The Stroller Strategy,0.0,3462.0
Weekend Pass,0.0,2.1058E7
The In Crowd,0.0,124880.0
Boj S Tenyu 2: Revansh,6000000.0,1.11719E7
Ghost,0.0,3300000.0
Dark World: Equilibrium,0.0,2118871.0
Easy on the Eyes,2153912.0,4864560.0
Lucky Island,2000000.0,4803665.0
0,0.0,2.689328
We Are from the Future 2,0.0,8910819.0
Lovey-Dovey 2,3000000.0,1.7850712E7
Love and the City 2,0.0,1.0198357E7
High Security Vacation,5000000.0,1.756604E7
Despicable Me 3,8.0E7,1.02006336E9
My Son,0.0,2403749.0
Antikiller 2: Antiterror,0.0,2685000.0
Ticket to Vegas,0.0,6134438.0
Don't Even Think,0.0,700000.0
А поутру они проснулись,0.0,234748.0
Paris Can Wait,5000000.0,6700000.0
Hitler's Kaput!,3000000.0,9713500.0
"Chelovek, kotoryy znal vsyo",0.0,160829.0
The Priest,0.0,1708837.0
Bablo,0.0,2252547.0
That still Karloson!,4000000.0,9938268.0
Solovey-Razboynik,0.0,5.0
0,0.0,0.035275
I Was a Teenage Werewolf,82000.0,2000000.0
War for the Planet of the Apes,1.52E8,3.69907968E8
Kidnap,2.1E7,2.4527158E7
0,0.0,1.327665
0,0.0,0.4351
Requiem,0.0,60700.0
Mudhalvan,7400000.0,2.2E7
A Prince (almost) Charming,0.0,214000.0
