title,profitable_budget,profitable_revenue
"McFarland, USA",0.0,4.571006E7
Wolf Totem,3.8E7,1.23205624E8
The Lazarus Effect,3300000.0,6.4110728E7
Soulless,2800000.0,1.321898E7
Raanjhanaa,6400000.0,1.8E7
Run All Night,5.0E7,7.1561648E7
Stand by Me Doraemon,3.5E7,8.306116E7
Cinderella,9.5E7,5.4351437E8
Kidnapping Mr. Heineken,0.0,2633527.0
Poltergeist,3.5E7,9.5437992E7
Insurgent,1.1E8,2.95238208E8
La vérité si je mens !,4000000.0,2.9456E7
Home,1.35E8,3.68871008E8
Furious 7,1.9E8,1.50624934E9
Unfriended,1000000.0,6.2882088E7
Bolero,7000000.0,8914881.0
Ghosts Can't Do It,0.0,25000.0
The Fourth War,0.0,1305887.0
Street Knight,0.0,841.0
Spring,0.0,49970.0
0,0.0,0.660685
Get Hard,4.0E7,1.11811456E8
Erkan & Stefan 2,0.0,4508104.0
Phoenix,0.0,3184472.0
What Men Talk About,1950000.0,1.2005838E7
Marine Boy,0.0,3923970.0
Tomboy,0.0,1.41E7
0,0.0,0.696667
Willy/Milly,0.0,235262.0
Shaun the Sheep Movie,0.0,5.97E7
Last Knights,0.0,3643591.0
Woman in Gold,1.1E7,6.1619772E7
"Ryaba, My Chicken",2700000.0,4635143.0
Under the Boardwalk,0.0,147542.0
0,0.0,0.292774
Tomorrowland,1.9E8,2.0915432E8
Good Kill,0.0,316472.0
Hungry Hearts,0.0,6921.0
Buzzard,0.0,13684.0
Paul Blart: Mall Cop 2,3.8E7,1.0759724E8
Adult Beginners,0.0,108808.0
Parts Per Billion,500000.0,1.5E7
The Eternal Zero,0.0,8.45E7
0,0.0,0.083703
The Admiral: Roaring Currents,9500000.0,1.12156808E8
The Longest Ride,3.4E7,6.301328E7
Beyond the Reach,0.0,45895.0
Monkey Kingdom,0.0,1.6661077E7
The Age of Adaline,2.5E7,6.5663276E7
Danny Collins,1.0E7,1.0835752E7
"Hey, Boo: Harper Lee & To Kill a Mockingbird",0.0,26488.0
Grandma,600000.0,7087452.0
A Royal Night Out,0.0,228136.0
Barbecue,6000000.0,1.4348529E7
Tinker Bell and the Pirate Fairy,0.0,2.03E7
0,0.0,0.089389
San Andreas,1.1E8,4.70490816E8
Regression,0.0,1.76711E7
Testament of Youth,0.0,1822250.0
Far from the Madding Crowd,0.0,3.0229976E7
A Company Man,3500000.0,7339398.0
Barbie in A Mermaid Tale,0.0,1.6441438E7
Barbie in A Mermaid Tale 2,0.0,1.5489307E7
Barbie in 'A Christmas Carol',0.0,4496912.0
Hitman: Agent 47,3.5E7,8.1967448E7
B/W,0.0,358590.0
The Dead Lands,0.0,5240.0
Ricki and the Flash,1.8E7,4.1325328E7
Piku,5500000.0,2.2159216E7
Pitch Perfect 2,2.9E7,2.87506208E8
Mutant World,0.0,1500000.0
Split Image,0.0,263635.0
The Stone Roses: Made of Stone,0.0,729043.0
Carol,1.18E7,4.0272136E7
Persecuted,0.0,1558836.0
Hot Pursuit,3.5E7,5.16802E7
Slow West,0.0,229094.0
The Green Inferno,5000000.0,6833445.0
Barely Lethal,0.0,6075.0
Spooks: The Greater Good,0.0,1473809.0
Plus one,336029.0,927277.0
The Martian,1.08E8,6.3016192E8
Badlapur,3700000.0,1.148E7
Wake Up Sid,3000000.0,1.1E7
Rangeela,2800000.0,1.4E7
Sarkar,1900000.0,5900000.0
Spy,6.5E7,2.35666224E8
Trainwreck,3.5E7,1.40795792E8
From a Whisper to a Scream,1100000.0,1400000.0
Tutto tutto niente niente,5579750.0,8927600.0
She's Funny That Way,0.0,111996.0
Dragon Blade,6.5E7,1.21545704E8
Mere Brother Ki Dulhan,5510000.0,1.805E7
Entourage,3.0E7,4.9263404E7
Inside Out,1.75E8,8.576112E8
The Wolfpack,0.0,1301696.0
Love & Mercy,0.0,2.8641776E7
The Better Angels,0.0,70918.0
Police Story 2013,0.0,8.117E7
Without You I'm Nothing,0.0,1218730.0
Circo,0.0,67821.0
Big Time,0.0,148426.0
The Hunger Games: Mockingjay - Part 2,1.6E8,6.5342829E8
Max,2.0E7,4.3967256E7
Pixels,8.8E7,2.43637088E8
Allegiant,1.1E8,1.79246864E8
Fantastic Beasts and Where to Find Them,1.8E8,8.0934234E8
Madras Cafe,5400000.0,6500000.0
On the Way to School,0.0,7424.0
Mr. Holmes,0.0,2.9355204E7
The Secret Life of Pets,7.5E7,8.7545792E8
Gabbar Is Back,1.1E7,4.1E7
Self/less,2.6E7,3.0523226E7
The Last Witch Hunter,9.0E7,1.46936912E8
Krampus,1.5E7,6.1548708E7
Suicide Squad,1.75E8,7.4560006E8
Bluffmaster!,1823152.0,7133082.0
Independence Day: Resurgence,1.65E8,3.8968192E8
Star Trek Beyond,1.85E8,3.43471808E8
Pizza,240000.0,2800000.0
Encounters of the Spooky Kind,0.0,731753.0
Rockstar,1.092E7,1.966E7
0,0.0,2.246494
This is Sodom,2745000.0,5850000.0
Jackson County Jail,445000.0,2300000.0
Kaminey,9000000.0,1.813E7
Company,1500000.0,6000000.0
Vishwaroopam,1.7E7,5.1E7
Shootout at Lokhandwala,1.1E7,1.2E7
Josh,6900000.0,1.5E7
Dhoom 3,1.95E7,9.1E7
Ted 2,6.8E7,2.17022592E8
Absolutely Anything,0.0,7200039.0
Minions,7.4E7,1.15673101E9
Rough Cut,1.4E7,1.6656125E7
He-Man and She-Ra: The Secret of the Sword,0.0,7.0
0,0.0,0.854433
Next Avengers: Heroes of Tomorrow,0.0,3800000.0
The Good Dinosaur,1.75E8,3.31926144E8
Black Mass,5.3E7,9.8837872E7
Spectre,2.45E8,8.8067462E8
0,0.0,2.002687
Mickey's Christmas Carol,3000000.0,2.1E7
Steve Jobs,3.0E7,3.4441872E7
Pokémon the Movie: Genesect and the Legend Awakened,0.0,5.0E7
Pokémon: Arceus and the Jewel of Life,0.0,5.067308E7
Pokémon: The Rise of Darkrai,0.0,4.2238456E7
