adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,"{'id': 19163, 'name': 'The Land Before Time Collection', 'poster_path': '/n1bjdBVThBezxR6nEf2dy43sTtV.jpg', 'backdrop_path': '/alkvR9vTtuZEmd5ygsayOfxYOMa.jpg'}",0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",,19165,tt0123950,en,The Land Before Time V: The Mysterious Island,"\"This fourth sequel in the series finds \"\"leaf gobblers\"\" eating all the vegetation in Great Valley",driving Littlefoot,the young brontosaurus,and the other dinosaur inhabitants out. Arguments break out among the adults during migration,"and Littlefoot and his friends decide to take matters in their own hands by crossing the \"\"big water\"\" to an unknown island. There they meet an old friend from The Land Before Time II--Chomper",the T-rex,who has to protect the gang from his own,carnivorous parents. Plenty of drama in this one,and as the series has been wont to do from the beginning,"it shows adults as sometimes being less than perfect.\"",4.745231,/zky4X5XpwJcB0yUGYFV79URJ85i.jpg,"[{'name': 'Universal Cartoon Studios', 'id': 4285}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-12
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,42903,tt0468988,en,Category 7: The End of the World,"It's tornadoes, hurricanes, electrical storms, and mass destruction as the effects of global warming brew into a super storm that threatens to rend the earth with an unprecedented power. Beautiful scientist Faith Clavell, storm chaser Tommy Tornado, and Judith Carr, the head of FEMA, can stop the inevitable from happening-if they have the courage to venture into the roiling blackness of the storm itself.",3.621037,/jDc0lCEmM11R2BqwQHymN0q9EzA.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2005-11-06,0,169.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Ultimate Superstorm is Back - And This Time It's Deadlier...,Category 7: The End of the World,False,5.2,15
False,"{'id': 166373, 'name': 'The Marine Collection', 'poster_path': '/7sPY1VK4yD5Zlv16DUei65rtrjn.jpg', 'backdrop_path': '/rpUficLJq3I7GvRafTVT1TVRsms.jpg'}",0,"[{'id': 28, 'name': 'Action'}]",,171581,tt2334841,en,The Marine 3: Homefront,A Marine must do whatever it takes to save his kidnapped niece and stop a terrorist attack masterminded by a radical militia group.,3.725381,/bk0pRVOvgYjGnaeTR3IvdSZuPVy.jpg,"[{'name': 'WWE Studios', 'id': 10339}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-03-05,0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Marine 3: Homefront,False,5.4,32
False,,0,"[{'id': 10751, 'name': 'Family'}]",,72977,tt0365770,fr,Soccer Dog: European Cup,"Soccer Dog: European Cup opens with the titular hero, Kimble, escaping the clutches of an evil scientist, bent on performing animal experiments. Our plucky canine hero then falls into the hands of Zack (Jake Thomas), an American boy who's been brought to Scotland after the death of his mother to be reunited with the father he never knew, Brian (Nick Moran). After a bumpy introduction, father and son eventually connect by playing soccer together, and when the unusually nimble Kimble storms onto the field one day, their lives change forever.",0.180215,/tqkkefLbp92yRy1r8WAhri0dtIe.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-08-03,0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Soccer Dog 2: European Cup,False,6.0,5
False,"{'id': 243811, 'name': 'Paradise Trilogy', 'poster_path': '/voylusyFQZJV3DsDH7sJIZZxe7c.jpg', 'backdrop_path': None}",3600000,"[{'id': 18, 'name': 'Drama'}]",,103686,tt1403214,de,Paradies: Liebe,"\"On the beaches of Kenya they're known as \"\"Sugar Mamas\"\" -- European women who seek out African boys selling love to earn a living. Teresa",a 50-year-old Austrian and mother of a daughter entering puberty,travels to this vacation paradise. She goes from one Beach Boy to the next,"from one disappointment to the next and finally she must recognize: On the beaches of Kenya love is a business.\"",4.645724,/gN1sXw38PS7o3wYSDGk3J14Kbvf.jpg,"[{'name': 'Tatfilm', 'id': 20370}, {'name': 'Société Parisienne de Production', 'id': 25522}, {'name': 'Ulrich Seidl Film Produktion GmbH', 'id': 25523}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2012-04-27,24267,120.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Paradise: Love
False,,914,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,138754,tt2070803,sv,Lycka till och ta hand om varandra,"\"Alvar is a pensioner who hides his guilt by \"\"constructing\"\" fictitious memoirs. By chance he meets Miriam",a socially tone deaf and obstinate teenager,and they become friends. Their friendship deepens when they begin to inspire downhearted people with public art,"and comes to a head when they themselves have to blossom.\"",0.115801,/qOOOnUthtb7r04l30z2FKKKlCTR.jpg,"[{'name': 'Acne Film', 'id': 5351}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2012-10-19,0,100.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Good Luck. And Take Care of Each Other
False,"{'id': 115225, 'name': 'Children of the Corn Collection', 'poster_path': '/v6auJblMcNxUmZx23mQXMHmzyY3.jpg', 'backdrop_path': '/g4aK8Up5zSegesJdMYbxDcndn20.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,25752,tt0177625,en,Children of the Corn 666: Isaac's Return,A girl called Hannah goes back to her hometown (Gatlin) to find out who her mother but on the way she picks up a strange man who fore-shadows her life with a passage from the bible. When she gets there she wakes up Isaac from a coma he has been in for 19 years. Isaac is awake and wants to fulfill the final prophecy.,11.091559,/cAoLi0dxRZwA20LUzTTGN3Xn39Y.jpg,"[{'name': 'Blue Rider Pictures', 'id': 2623}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-10-19,0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Latest & Most Horrifying Chapter...,Children of the Corn 666: Isaac's Return,False,3.5,31
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",,55472,tt0042338,en,Colt .45,"Scott plays Steve Farrell, a Colt .45 salesman who has two of the prized guns stolen by Jason Brett (Zachary Scott). Armed with the guns, Brett begins a reign of terror, leading a gang of robbers and murderers.",0.098794,/7iR6hO4RUiJ5yYQcc7fG1RDlz1W.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-07-20,0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The gun that became the law of the land !,Colt .45,False,3.8,2
False,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,140979,tt0062331,en,Electronic Labyrinth THX 1138 4EB,"\"In an underground city in a dystopian future, the protagonist, whose name is \"\"THX 1138 4EB\"\"",is shown running through passageways and enclosed spaces. It is soon discovered that THX is escaping his community. The government uses computers and cameras to track down THX and attempt to stop him; however,they fail. He escapes by breaking through a door and runs off into the sunset. The government sends their condolences to YYO 7117,THX's mate,"claiming that THX has destroyed himself.  Electronic Labyrinth: THX-1138 4EB is a 1967 science fiction short film written and directed by George Lucas[1] while he attended the University of Southern California's film school.\"",0.727025,/fURvSZ5EQ8bYZqmGmEjsCL1nNXz.jpg,"[{'name': 'University of Southern California', 'id': 1901}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-03-14,0,15.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,57563,tt0116866,en,Level Five,"The French computer programmer Laura inherits the task of making a computer game of the Battle of Okinawa in Japan during World War 2. She searches the Internet for information on the battle, and interviews Japanese experts and witnesses. The extraordinary circumstances of the Battle of Okinawa lead Laura to reflect deeply on her own life and humanity in general, particularly the influence of history and memories.",0.323039,/1D1FIzs4yAhiNR7paBxdj6grnci.jpg,"\"[{'name': \"\"Les Films de l'Astrophore\"\"",'id': 7573},{'name': 'Karedas',"'id': 7574}]\"","[{'iso_3166_1': 'FR', 'name': 'France'}]",1997-02-19,0,106.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Level Five
False,"{'id': 268098, 'name': 'Wolf Creek Collection', 'poster_path': '/1b5hJeNfzx8iYLlmVvW7oKnfyoy.jpg', 'backdrop_path': '/irwRpTRWFL2W0ofRswf2nfa7Vmg.jpg'}",8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.wolfcreek2.com.au/#sthash.QKVjnVr1.dpbs,199534,tt2004432,en,Wolf Creek 2,"Lured by the promise of an Australian holiday, backpackers Rutger, Katarina, and Paul visit the notorious Wolf Creek Crater. Their dream Outback adventure soon becomes a horrific reality when they encounter the site’s most infamous local, the last man any traveler to the region ever wants to meet; Mick Taylor (John Jarratt).  As the backpackers flee, Mick pursues them on an epic white knuckled rampage across hostile wasteland. Only one will remain to be dragged back to his lair to witness the true magnitude of his monstrosity. And if the last man standing is to have any hope of surviving where no one else has survived before, he’ll have to use every ounce of cunning to outwit the man behind the monster and become every bit as ruthless as the monster inside the man.",6.842107,/gTwyc1PDHabDauWUGm3xNOm4RyF.jpg,"[{'name': 'South Australian Film Corporation', 'id': 2806}, {'name': 'Screen Australia', 'id': 7584}, {'name': 'Emu Creek Pictures', 'id': 19010}, {'name': 'Duo Art Productions', 'id': 21379}, {'name': 'True Crime Australia', 'id': 33439}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2013-08-30,9630444,106.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The Outback Can Be Crazy This Time Of Year,Wolf Creek 2,False,5.9,156
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",http://ultramarinesthemovie.com/,52010,tt1679332,en,"Ultramarines: A Warhammer 40,000 Movie","A squad of Ultramarines answer a distress call from an Imperial Shrine World. A full Company of Imperial Fists was stationed there, but there is no answer from them. The squad investigates to find out what has happened there.",2.88558,/q5tSqZNVufXz28zvbz8aJd8faw7.jpg,"[{'name': 'Good Story Productions', 'id': 9096}, {'name': 'POP6', 'id': 79522}, {'name': 'Codex Pictures', 'id': 79523}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2010-12-10,0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In the grim darkness of the far future there is only war,"Ultramarines: A Warhammer 40,000 Movie",False,5.2,27
False,,0,"[{'id': 18, 'name': 'Drama'}]",,99785,tt2287699,en,Dirizhyor,"\"The famous conductor (Vladas Bagdonas) goes with his orchestra to Jerusalem to perform the oratorio \"\"St. Matthew Passion.\"\" The day before he receives a telegram",stating the suicide of his son,who lived in Israel. Conductor at the time denied the artist's son,believing that he is living right. It's suicide,especially suicide note flip soul maestro's son,"forced him to reconsider all their attitudes.\"",0.433841,/k3OF1fMCAfYcPCzModVW8a6Yics.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2012-03-29,0,86.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,52364,tt0042352,en,Crisis,An American doctor gets caught in the middle of a revolution when he's forced to operate on a South American dictator.,0.442558,/olG8qrwEBnNHISC8uJlJ0OtL8jf.jpg,"\"[{'name': \"\"Loew's\"\"",'id': 1460},{'name': 'Metro-Goldwyn-Mayer (MGM)',"'id': 8411}]\"","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-07-07,0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Carefree Cary Grant on a gay holiday with his lovely bride walks right into DANGER!,Crisis
False,"{'id': 98853, 'name': 'Cyborg Collection', 'poster_path': '/fxf2Md5RGMMxgM9yNyr0h1Wvaxu.jpg', 'backdrop_path': '/5EGXww0h3TJ3xaHJ0sNEmbRPn35.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,25391,tt0112765,en,Cyborg 3: The Recycler,"Prepare yourself for the all too deadly future. Cash, the heroine of Cyborg 2, is living safe in the free zone. But not for long. Biomechanical problems are taking down her systems and a visit to a doctor in Silica confirms her worst fears. She is more then a marvel of cyborg technology. She is the first of her kind to become a creator-she is pregnant.",1.103932,/4SZwIKhJXL7v1owrJHRwWV7IOso.jpg,"[{'name': 'FM Entertainment International N.V.', 'id': 10354}, {'name': 'MDP Worldwide', 'id': 10828}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-19,0,90.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Cyborg 3: The Recycler,False,2.5,4
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,49585,tt1362118,en,Rossiya 88,"A gang of skinheads 'Russia 88' are filming propaganda videos in order to place it on the internet. At the same time the camera records the life of the gang, they become accustomed to this and stop paying attention to it. The leader of the gang 'Blade' discovers that his sister is dating a guy from the Caucausus. This family drama develops into a tragedy.",0.532993,/o6RRgcEGbKwO74sPSPOvX262jJF.jpg,"[{'name': 'KSM Film', 'id': 5373}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2009-01-28,0,0.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Russia 88,False,5.9,8
False,"{'id': 105322, 'name': 'Kickboxer Collection', 'poster_path': '/frOnbHEHWISXBC43wjsrBGOhqGJ.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,40661,tt0110256,en,Kickboxer 5: The Redemption,"Kickboxing champion Matt Reeves witnesses the murder of his friend Johnny. While investigating the crime, he learns that a Mr. Negaal in South Africa has founded a new kickboxing association and does not leave international champions much of a chance. Johnny had to pay with his life when he did not want to join. Neegal seems to kill everybody who is in his way especially David Sloan from the previous Kickboxer films. Matt is on his own now, but suddenly finds an unexpected ally.",1.82717,/tsmeaEPOH9Ru3guAmrRk7aaONfi.jpg,"[{'name': 'Kings Road Entertainment', 'id': 4255}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-08-01,0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Payback can be deadly.,Kickboxer 5: The Redemption,False,3.8,17
False,,2000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.nosotroslosnobles.com/,180147,tt2222394,es,Nosotros los nobles,"\"Tells the \"\"riches to rags\"\" story of the Nobles",three upper-class twenty-somethings that appear to have no limits to their checkbooks,and no direction in their lives. Until one day,their father tries to teach them a lesson by staging a financial scandal that forces the whole family to escape to an old house in the poor side of town,"and leads the \"\"kids\"\" to do what they haven't done before: get jobs.\"",3.938691,/jYMugyB5JFtB5441F8IcgTVNqnu.jpg,"[{'name': 'Alazraki Films', 'id': 58784}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2013-03-28,0,108.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,A falta de plata... Sale el cobre
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,244801,tt3100636,en,52 Tuesdays,"Sixteen-year-old Billie’s reluctant path to independence is accelerated when her mother reveals plans for gender transition, and their time together becomes limited to Tuesdays. This emotionally charged story of desire, responsibility, and transformation was filmed over the course of a year—once a week, every week, only on Tuesdays.",0.617852,/5t1jWZyZEtiwNzlOWAFZvrG8JN6.jpg,"[{'name': 'Closer Productions', 'id': 48685}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2014-05-01,0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,52 Tuesdays,False,5.9,8
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,43193,tt0045670,en,Dangerous When Wet,"\"The health conscious, dairy-farming Higgins family begin each day with an invigorating swim. One day, traveling health-tonic salesman, Windy Weebe, comes to town and suggests they could swim the English Channel. Sponsored by \"\"Liquapep\"\" and coached by Windy",the family arrive in Europe. There it is decided that daughter Katie is the only one strong enough to enter the contest. But while she should be focused on the difficult and risky task ahead,Katie is pursed by dashing Frenchman,"André Lanet... This comedic musical is well remembered for the scene when Katie dreams she is swimming with cartoon characters Tom &amp; Jerry!\"",0.566233,/coosul6pLmH84zRHogwpBz5IB51.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1953-07-03,0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,MGM's splashy Technicolor musical!,Dangerous When Wet
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,45256,tt0059112,en,Do Not Disturb,"\"\"\"Doris Day continues her reign as America's sweetheart\"\" (Motion Picture Herald) in this \"\"bright","colorful comedy of marital misunderstanding\"\" (The Film Daily). Co-starring Rod Taylor (The Glass Bottom Boat) and featuring whip-smart dialogue",a hilarious plot,"sumptuous locales and costumes and the song \"\"Au Revoir Is Goodbye With a Smile","\"\" Do Not Disturb is a delightful romp from start to finish! What's a devoted wife to do when her husband spends more time \"\"working\"\" with his sexy secretary than helping her with their new home? For Janet Taylor (Day)",an American who has relocated to England with her executive husband Mike (Taylor),there's only one solution - make him jealous by inventing an admirer. But as soon as Janet creates her make-believe Romeo,a real suitor arrives,whisks Janet off to Paris,"wines and dines her...and comes face-to-face with an insanely irate Mike!\"",0.868796,/uto6S1JbJYWoB7RUUnOTPF6dxP0.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-01-01
False,"{'id': 286038, 'name': 'Dead Snow Collection', 'poster_path': '/qhvXYMyPWcFeOsoO4EqOS8T9lwI.jpg', 'backdrop_path': '/nV090IHp1kG5oMgDCmGSYAwkN8D.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.deadsnow.com/,241842,tt2832470,no,Død Snø 2,"The gruesome Nazi Zombies are back to finish their mission, but our hero is not willing to die. He is gathering his own army to give them a final fight.",10.287127,/dLd6A24aHTTBZo8R7OAFzthr6h2.jpg,"[{'name': 'Saga Film', 'id': 859}, {'name': 'Tappeluft Pictures', 'id': 7941}, {'name': 'thefyzz', 'id': 36109}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",2014-02-12,37473,100.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Heads up. They're back.,Dead Snow 2: Red vs. Dead,False,6.7,199
