adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,42140,tt0082095,de,Das Boot ist voll,"\"During World War II, Switzerland severely limited refugees: \"\"Our boat is full.\"\" A train from Germany halts briefly in an isolated corner of Switzerland. Six people jump off seeking asylum: four Jews",a French child,and a German soldier. They seek temporary refuge with a couple who run a village inn. They pose as a family: the deserter as husband,Judith as his wife,an old man from Vienna as her father,his granddaughter and the French lad,whom they beg to keep silent,"as their children. Judith's teenage brother poses as a soldier. The fabrication unravels through chance and the local constable's exact investigation. Whom will the Swiss allow to stay? Who gets deported?\"",1.145024,/j3WhNDxAxqzaCIWfez4QKkGX46O.jpg,"[{'name': 'Österreichischer Rundfunk (ORF)', 'id': 3391}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Limbo Film AG', 'id': 12997}, {'name': 'Schweizer Fernsehen (FS)', 'id': 34444}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",1981-04-25,0,101.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,268245,tt2391950,en,1000 To 1,"Cory Weissman is a college basketball player who suffers a devastating stroke. He perseveres to find new meaning in his life both on, and more importantly, off the court.",0.722201,/unOgbJoz2lLXMexxIZGgyTosl1w.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-03-04,0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,1000 To 1,False,6.0,14
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,202960,tt0485061,en,uwantme2killhim?,"Based on the Vanity Fair article of the same title, a story about a young boy drawn into a web of lies through an online chatroom.",1.328558,/uYWDKE8a2NykWaHkyucfTlnjs2W.jpg,"[{'name': 'Weinstein Company, The', 'id': 7289}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Tribeca Film', 'id': 20670}, {'name': 'Jumping Jack Films', 'id': 57779}, {'name': 'eOne Entertainment', 'id': 57780}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2013-06-24,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Based on a true story,uwantme2killhim?,False,6.5,18
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,73098,tt0194119,en,Los Enchiladas!,"\"About a half dozen slacker dudes dwell at their jobs at Los Enchiladas, the local Mexican sit-down joint. The 2 folks in \"\"management\"\" are both into their own authority and fill their days creating wild &amp; stupid rules for the working folk. By mid-film",however,"the manager has fled the cops after beating the crap out of a competing restaurant's dancing gyro... and the \"\"Chef\"\" has jumped ship to join a beatnik poet's groups which specializes in exotic menu-writing. This leaves the minimum-wage crowd to run the place as they see fit.... and they see a lot of debauchery",booze,"and free steak in their future.\"",0.191026,/2mY67mEOX17b514EYv9gIOkgh0s.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-01-01,0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,41945,tt0098165,en,The Rainbow,"\"Ken Russell's rather loose adaptation of the last part of D.H. Lawrence's \"\"The Rainbow\"\" sees impulsive young Ursula coming of age in pastoral England around the time of the Boer War. At school",she is introduced to lovemaking by a bisexual physical education instructress. While experiencing disillusionment in her first career attempt (teaching),she has an affair with a young Army officer,who wants to marry her. Unable to accept a future of domesticity,she breaks with him,"and eventually leaves home in search of her destiny.\"",0.726268,/7M9QXpsTXI7BrdckxOTbxLq6FOI.jpg,"[{'name': 'Vestron Pictures', 'id': 12360}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-05-05,0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,57327,tt0119923,de,Post coïtum animal triste,The end of an affair from the woman's point of view.,0.410894,/k5ngbydgQusua00azhndGAP1VlM.jpg,"\"[{'name': 'Ognon Pictures', 'id': 1711}, {'name': 'Canal+', 'id': 5358}, {'name': 'CNC', 'id': 6962}, {'name': \"\"Ad'Hoc Productions\"\"",'id': 26156},{'name': 'Pinou Film','id': 26157},{'name': 'Région Franche-Comté',"'id': 26158}]\"","[{'iso_3166_1': 'FR', 'name': 'France'}]",1997-08-29,0,97.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",,82626,tt1663673,en,16-love,"When the number one junior player in the country is injured, she begins to discover the teenage life she never got to live... and find the love she never thought she'd have.",1.33834,/jNQi9zqKk5lSFE0fW0LUhsCUwLt.jpg,[],[],2012-01-20,0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Game...Set...the Perfect Match!,16-love,False,4.7,6
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,43027,tt0055508,bn,তিন কন্যা,"\"'Teen Kanya' is an anthology film based upon short stories by Rabindranath Tagore, as a tribute on the author's centenary. The title means \"\"Three Daughters\"\"",and the film's original Indian release contained three stories,with three central female characters linking the stories together. 'The Postmaster' concerns an orphan girl who grows attached to the postmaster she is caring for after he teaches her to read and write. 'Monihara' is a supernatural tale about a woman obsessed with the jewels her husband buys for her. 'Samapti' follows a young man who falls for an unconventional girl from his new village instead of his arranged bride,the daughter of a respectable family. The international release did not include 'Monihara',and was released as 'Dui Kanya',"or \"\"Two Daughters\"\".\"",0.294809,/hTJikvkYR2QLrXQ5XJlRppIABeJ.jpg,"[{'name': 'Satyajit Ray Productions', 'id': 26424}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1961-05-05,0,173.0,"[{'iso_639_1': 'bn', 'name': 'বাংলা'}]",Released
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,29420,tt0075850,en,Cinderella 2000,"In the year 2047, sex is forbidden and Big Brother uses robots to keep on eye on everyone. One young girl tries to outwit the government so she can be with the man she loves.",0.413552,/uZzKk5iXUwLXMMtdVV4MPo98Erv.jpg,"[{'name': 'Independent International Pictures (I-I)', 'id': 4951}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-09-14,0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Tomorrow's Sexiest Comedy..... Today!,Cinderella 2000,False,1.0,3
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,200511,tt2828954,en,7 Minutes,A young athlete takes a wild turn in life after suffering a serious injury.,7.755664,/ndb0Hc7Ra2TaPNBLedYcWqWtLgQ.jpg,"[{'name': 'Whitewater Films', 'id': 3095}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-10-26,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's a robbery.  A million things could go wrong.,7 Minutes,False,5.1,35
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,61823,tt0057006,it,La donna scimmia,"\"The \"\"Ape Woman\"\" is Annie Girardot",completely covered with hair; the entrepreneur Tognazzi discovers her in a convent in Naples; he marries her (a condition imposed by the nuns) and begins exhibiting her to the public. He tries to sell her to a funny guy who insist on her virginity,but she is a little reluctant. After tasting success in Paris,she dies during childbirth. Tognazzi recovers her mummy from the museum of natural history and exhibits it in Naples. The subject looks a little camp,"but the film is considered one of the most touching of Ferreri's.\"",1.172612,/o2OfuvWr6KEsw8WEtU92QZ4icVg.jpg,"[{'name': 'Cocinor', 'id': 512}, {'name': 'Les Films Concordia', 'id': 1714}, {'name': 'Les Films Marceau', 'id': 2260}, {'name': 'Compagnia Cinematografica Champion', 'id': 10000}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1964-01-31,0,92.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,110924,tt0052073,es,El pisito,"\"Rodolfo and Petrita each live in separate quarters in dilapidated Madrid, while looking to have a little apartment (or \"\"pisito\"\"",in Spanish dialect). Unfortunately their low salaries prevent them from acquiring one. Soon,Rodolfo's co-workers urge him to marry the old and frail Doña Martina,who is the main tenant in the apartment he boards in. According to Spanish rent-control law,"he could inherit the lease from his spouse. Thus begin his misgivings and Petrita's. Written by Emilio\"",0.373243,/nV9zOk3xsNm2xmqa58J3o6y32IM.jpg,"[{'name': 'Documento Films', 'id': 1735}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",1959-06-15,0,87.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,
False,,0,[],,93907,tt0053710,en,Los Chicos,"\"Four young men are cited in a kiosk during a rainy afternoon. One has to study and the other three go to the cinema, although they are not allowed to entry because their young age. The group consists of Andres who works as bellboy in a hotel and dreams of becoming a bullfighter, \"\"El Chispa\"\" who follows the orders of an old grumpy man",Carlos,"a student and \"\"El Negro\"\"",a shy boy. All they want is to have fun. However,"reality forces them to confront the problems of the adult world.\"",0.160941,/7wAi0OpkEQh0r6EVq2mPXOCbew8.jpg,[],[],1959-01-01,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",,59171,tt0097707,en,The Lady and the Highwayman,"\"Set in old England, Hugh Grand (\"\"Four Weddings &amp; a Funeral\"\"","\"\"Notting Hill\"\") plays a highwayman who steals from the rich and gives to the poor. But during one of his robberies",he falls in love with an aristocratic lady,"Emma Samms (\"\"Star Quest\"\"","\"\"Delirious\"\"). Now","he is forced to choose between his true love or his true cause. This swash-buckling romantic adventure will have you on the edge of your seat with every swing of Hugh's savage sword.\"",0.336878,/kSpkvx1R8kBRUmNhlTx657VsFvN.jpg,[],[],1989-01-22,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",,27743,tt0122247,en,Serial Killing 4 Dummys,"Casey Noland, a high school kid with no direction in life, decides to pursue the serial killing profession. Only problem...he can't bring himself to kill anybody. Will the help of a gothic chick named Sasha, he attempts to learn the ways of a mass murderer. Meanwhile, a real serial killer is at work in their town and Casey thinks he might know who the maniac is.",0.251914,/trI5QyhDumDAAJ0UmskDWsbJZrO.jpg,[],[],2004-01-01,0,89.0,[],Released,,Serial Killing 101,False,5.8,5
False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://tribecafilm.com/tribecafilm/filmguide/loveairsex,172469,tt2388759,en,Love & Air Sex,"\"When brokenhearted Stan flies to Austin for the weekend in hopes of \"\"accidentally\"\" running into his ex-girlfriend Cathy",he arrives to find their best friends Jeff and Kara in the middle of their own vicious breakup. Before too long,battle lines are drawn – and with the Air Sex World Championships in town,"anything can go down.\"",1.610836,/mqvf2qhMvZdApYObih2fiJszA0E.jpg,"[{'name': 'Preferred Content', 'id': 13362}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-10-08,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's almost like the real thing.,Love & Air Sex
False,,0,"[{'id': 10402, 'name': 'Music'}]",,20227,tt0480827,en,Michael Jackson Dangerous Tour - Bucharest - 1992,"Michael Jackson's Dangerous Tour Live in Bucharest. Track List (Chapters): 1. Intro, 2. Jam, 3. Wanna Be Startin' Somethin', 4. Human Nature, 5. Smooth Criminal, 6. I Just Can't Stop Loving You feat. Siedah Garrett, 7. She's Out Of My Life, 8. I Want You Back/The Love You Save, 9. I'll Be There, 10. Thriller, 11. Billie Jean, 12. Workin' Day And Night, 13. Beat It, 14. Will You Be There, 15. Black Or White, 16. Heal The World, 17. Man In The Mirror, 18. Credits.",0.646327,/vUGRqBKvtLrIi2Cch5sAkNwzzek.jpg,"[{'name': 'Epic Records', 'id': 7914}, {'name': 'Sony/BMG', 'id': 18439}, {'name': 'Optimum Productions', 'id': 19222}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]",1992-10-01,0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Michael Jackson Dangerous Tour - Bucharest - 1992,False,8.1,11
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,133738,tt1652361,en,186 Dollars to Freedom,A young California surfer has to grow up in a hurry when he is thrown into a Peruvian political prison in 1980.,1.639233,/ao6Iwy9yNKrgix570D43hysXjAV.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'PE', 'name': 'Peru'}]",2012-09-21,0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,186 Dollars to Freedom,False,4.8,5
False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]",http://www.hbo.com/comedy/7-days-in-hell,287689,tt3895884,en,7 Days in Hell,A fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.,8.323292,/isWRoDiOlB9kX1CGqBmmfJ4djCu.jpg,"[{'name': 'HBO Films', 'id': 7429}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-07-11,0,43.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The epic battle for epicness,7 Days in Hell,False,6.4,132
False,,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",http://www.thirteenhoursmovie.com/,300671,tt4172430,en,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,18.022579,/4gpW4MkRI0BB17GHOJzXq0WamDP.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': '3 Arts Entertainment', 'id': 787}, {'name': 'Bay Films', 'id': 6734}, {'name': 'Latina Pictures', 'id': 19108}, {'name': 'Dune Films', 'id': 19477}]","[{'iso_3166_1': 'MT', 'name': 'Malta'}, {'iso_3166_1': 'MA', 'name': 'Morocco'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-01-13,69411370,144.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"When everything went wrong, six men had the courage to do what was right.",13 Hours: The Secret Soldiers of Benghazi,False,7.0,963
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,74645,tt0198769,en,Mondo Candido,"\"Voltaire, a 16th century author was furious that learned members of a \"\"civilized\"\" society could claim that the apparent senseless violence and mayhem wrought by disasters",war,disease,man's cruelty,etc. was actually only a part of some 'greater good'. After all,"God (being perfect) could not 'logically' have created anything but the 'best of all possible' universes.\"",0.002001,/cxhFCppFr25kdwN8VJRuF8ZoS03.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1975-02-21,0,107.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released
False,"{'id': 294918, 'name': 'Paranormal Investigations Collection', 'poster_path': '/prm7n8B5sNn5rWuZ78kB0mCDPhY.jpg', 'backdrop_path': None}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,18441,tt1160317,en,Death of a Ghost Hunter,"\"Renowned \"\"ghost hunter\"\"",Carter Simms is paid to conduct a paranormal investigation of a supposedly haunted house. Along with a cameraman,a reporter,and a spiritual advocate,"she embarks on a three night journey into terror.\"",0.946641,/uyFGpzNkVSaaRquqmAcoPqu9INQ.jpg,"[{'name': 'Ominous Productions', 'id': 6887}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-28,0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,51986,tt0238137,en,Tangled,"A young man is found bruised, beaten and stumbling down a secluded road. As the police try to piece together what happened, the convoluted relationship between a young woman and her two suitors gradually emerges.",2.177699,/tP4gZTSHzKE7ct1HWBEeFYWum0k.jpg,"\"[{'name': 'Myriad Pictures', 'id': 738}, {'name': 'Tapestry Films', 'id': 870}, {'name': \"\"Ben's Sister Productions\"\"",'id': 22018},{'name': 'Unapix Entertainment Productions',"'id': 22023}]\"","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-02,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,The best of friends make the worst of enemies.,Tangled
False,,0,"[{'id': 18, 'name': 'Drama'}]",,295279,tt0109235,zh,背靠背，臉對臉,"Wang Shuangli is Deputy Director of the local Cultural Centre, and hopes to be appointed Director. However Old Ma is brought in from the country and installed as Director. This starts a long train of events with Wang's cronies using the bureaucracy to try to oust the new director. At home, Wang has problems because his father wants Wang to have a son to carry on the family name. However, because of the one-child policy, Wang cannot have any more children unless his young daughter is certified infirm.",0.438368,/gCDN95PJKfDSAqdsIzmoup7VvNv.jpg,"\"[{'name': \"\"Xi'an Film Studio\"\"",'id': 4582},{'name': 'Simpson Communication Limited',"'id': 80633}]\"","[{'iso_3166_1': 'CN', 'name': 'China'}]",1994-11-17,0,138.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,"Back to Back, Face to Face"
False,,0,"[{'id': 18, 'name': 'Drama'}]",,326139,tt2782868,en,Eadweard,"\"In the second half of the 19th century, Eadweard Muybridge, the father of motion pictures, embarks on an obsessive project to record on film \"\"the motion of life\"\" in all of its abundance. His epic quest is eclipsed only by the depth of his jealousy over his beautiful",young wife Flora. As the project progresses,his paranoia over her fidelity consumes him,until questions arise about his son’s paternity,"causing him to erupt.\"",1.008265,/b20pERGCn4SV4QLIeWMdTM4FAtE.jpg,"[{'name': 'Motion 58 Entertainment', 'id': 88024}, {'name': 'Eadweard Pictures', 'id': 88025}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2015-02-28,0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,102038,tt0050204,en,Bombers B-52,"Sgt. Chuch Brennan always disliked playboy and hotshot, Col. Jim Herlihy. Now Chuck has even more reason to, Jim is dating his daughter, Lois.",0.943944,/uPEqAkh3u5f20FGzLdyHGXj4vhw.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-11-22,0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mounting tension all the way -- with non-stop guy-girl excitement!,Bombers B-52,False,5.3,3
